ID_Tarefa,Nome_Tarefa,Evento,Etapa,Tempo_Estimado_Dias
TSK-CHK-003,"Checagem de Sinal de Telefonia e Internet / Configuração de Link Dedicado e Redes Wi-Fi de Backup para Caixas, Credenciamento e Produção",Todos os Eventos,Montagem,1
TSK-CHK-004,"Inspeção Estrutural de Segurança em Tendas, Palcos, Fechamentos e Tablados (Checagem de estaiamento, travas e contrapesos contra ventos)",Todos os Eventos,Montagem,1
TSK-CHK-005,Teste de Estresse no Sistema de Credenciamento / Bilheteria (Validação de leitura offline de QR Code e contingência em papel),Todos os Eventos,Montagem,1
TSK-CHK-006,Passagem de Som Integral e Teste Anti-Microfonia (Validação de microfones sem fio de reserva/com fio para discursos e cerimônia),Todos os Eventos,Montagem,1
TSK-CHK-007,"Checagem de Pontos Hidráulicos, Pressão de Água, Nível de Caixas d'Água e Teste de Vazamento em Banheiros / Containers",Todos os Eventos,Montagem,1
TSK-CHK-008,"Vistoria Térmica e de Climatização (Teste prévio de ar-condicionado, ventiladores industriais e climatizadores em áreas fechadas/tendas)",Todos os Eventos,Montagem,1
TSK-CHK-009,"Conferência de Acervo de Reposição e Contingência (Lâmpadas de reserva, fusíveis, extensões, fitas silver tape, cabos XLR/HDMI e adaptadores)",Todos os Eventos,Montagem,1
TSK-CHK-010,"Auditoria de Segurança de Alimentos e Bebidas (Validação de refrigeração de carnes/laticínios, temperatura de ilhas e validade de insumos)",Todos os Eventos,Operação,1
TSK-CHK-011,"Conferência e Briefing da Equipe de Brigada e Primeiros Socorros (Reconhecimento de rotas de ambulância, pranchas e insumos médicos)",Todos os Eventos,Operação,1
TSK-CHK-012,"Teste de Frequências e Canais de Rádios Comunicadores (HT) da Produção, Segurança, Valet, Limpeza e Cerimonial",Todos os Eventos,Montagem,1
TSK-CHK-014,"Validação do Plano B de Chuva / Vento / Sol Forte (Acionamento de fechamentos laterais de tendas, distribuição de guarda-chuvas e lonamentos)",Todos os Eventos,Montagem,1
TSK-CHK-015,"Alinhamento do Protocolo de Gestão de Crise e Comunicação (Definição de porta-voz oficial, contatos diretos de emergência e rota de evacuação)",Todos os Eventos,Planejamento,3
TSK-CHK-016,Checagem do Cronograma de Abastecimento e Logística de Garçons / Staff (Garantia de água e alimentação adequada para equipes de apoio),Todos os Eventos,Operação,1
TSK-CHK-017,"Vistoria do Estacionamento, Sinalização de Trânsito Interno, Iluminação de Acesso e Capacidade de Vagas de Contingência",Todos os Eventos,Montagem,1
TSK-CHK-018,"Conferência Final do Plano de Limpeza e Reposição Contínua (Checagem de escala de plantão em banheiros, sacos de lixo de reserva e caçambas)",Todos os Eventos,Operação,1
TSK-RH-001,"Mapeamento e dimensionamento do Organograma de Pessoal (Coordenadores, Produtores de Campo, Recepcionista, Brigada, Segurança, Limpeza, Valet e Support Staff)",Todos os Eventos,Planejamento,5
TSK-RH-002,"Pesquisa, orçamentação e seleção de Agências de Staffing / Mão de Obra Temporária especializada para eventos",Todos os Eventos,Planejamento,8
TSK-RH-003,"Triagem, entrevistas e checagem de antecedentes/referências profissionais das lideranças de equipe",Todos os Eventos,Planejamento,7
TSK-RH-004,"Elaboração de Contratos Temporários de Prestação de Serviços, Termos de Imagem e Coleta de Documentação Trabalhista/EPIs",Todos os Eventos,Legalidades,10
TSK-RH-005,"Redação do Manual Operacional do Staff (Guia de Conduta, Dress Code, Protocolos de Atendimento, Pontualidade e Uso de Celular)",Todos os Eventos,Planejamento,5
TSK-RH-006,"Criação do Caderno de Roteiro Integrado / Run Sheet (Documento mestre com minutagem, responsáveis e contatos diretos)",Todos os Eventos,Planejamento,5
TSK-RH-007,"Elaboração do Guia de FAQs e Resposta de Dúvidas Frequentes do Público (Localização de banheiros, achados e perdidos, credenciamento, acessibilidade)",Todos os Eventos,Planejamento,3
TSK-RH-008,"Elaboração da Cartilha de Protocolo de Crise e Primeiros Socorros para a Equipe de Solo (Ações em caso de mal-estar, brigas, incêndio ou perda de criança)",Todos os Eventos,Planejamento,3
TSK-RH-009,Agendamento e realização do Treinamento Geral Online/Presencial com toda a equipe de apoio (Passagem do Roteiro e atribuições),Todos os Eventos,Produção,2
TSK-RH-010,Realização de Visita Técnica Guiada (Dry Run / Reconhecimento de Terreno) com Coordenadores de Setor no local do evento,Todos os Eventos,Produção,1
TSK-COM-001,"Disparo de E-mail 01 - Boas-Vindas e Confirmação de Equipe (Envio de detalhes de contrato, horários de escala e link do formulário de dados)",Todos os Eventos,Comunicação,1
TSK-COM-002,"Disparo de E-mail 02 - Alinhamento Técnico e Entrega de Manuais (Envio do Caderno do Staff, Manual de Conduta e Guia de Uniforme)",Todos os Eventos,Comunicação,1
TSK-COM-003,"Disparo de E-mail 03 - Convocação e Logística do Dia D (Envio de instruções de transporte, ponto de encontro, credenciamento e alimentação)",Todos os Eventos,Comunicação,1
TSK-COM-004,Disparo de E-mail 04 - Agradecimento Pós-Evento e Pesquisa de Avaliação Interna da Equipe (Feedback operacional e canal de pagamento),Todos os Eventos,Operação,1
TSK-COM-005,"Disparo de E-mail aos Fornecedores 01 - Solicitação de Documentação Técnica, ARTs, Lista de Montadores e Placas de Veículos para Acesso",Todos os Eventos,Comunicação,3
TSK-COM-006,"Disparo de E-mail aos Fornecedores 02 - Regras de Montagem, Janelas de Carga/Descarga, Código de Postura e Manual do Espaço",Todos os Eventos,Comunicação,2
TSK-COM-007,"Disparo de E-mail aos Fornecedores 03 - Cronograma Definitivo de Montagem, Mapa de Passagem de Som e Contatos da Produção de Campo",Todos os Eventos,Comunicação,1
TSK-COM-008,"Ciclo de Telefonemas de Checagem D-7 (Alinhamento verbal com fornecedores críticos: Gerador, Buffet, Som, Cenografia e Flores)",Todos os Eventos,Comunicação,2
TSK-COM-009,"Ciclo de Telefonemas de Reagendamento/Confirmação D-1 (Validação de horários de saída de galpões, placas de caminhões e motoristas)",Todos os Eventos,Comunicação,1
TSK-COM-010,"Criação de Grupos Operacionais de Transmissão/WhatsApp setorizados (Coordenação Geral, Logística, Cerimonial, Segurança e Mídia)",Todos os Eventos,Comunicação,1
TSK-RH-011,"Execução do Receptivo e Credenciamento do Staff no dia (Entrega de crachás, rádios HTs, ponto de apoio e uniformes)",Todos os Eventos,Execução,1
TSK-RH-012,"Realização do Briefing Presencial de Abertura / Meeting Matinal (Checagem visual, motivação, alinhamento de relógios e avisos de última hora)",Todos os Eventos,Execução,1
TSK-RH-013,"Protocolo de Checagem de Bem-Estar e Prontidão (Wellness Check): verificação de hidratação, alimentação, estado físico/emocional e descanso da equipe",Todos os Eventos,Execução,1
TSK-RH-014,Vistoria de Posição de Trabalho (Checagem se cada membro da equipe está em seu posto 30 min antes da abertura de portas),Todos os Eventos,Execução,1
TSK-RH-015,Gestão do Refeitório do Staff / Espaço de Descanço (Garantia de turnos de refeição sem desfalcar postos críticos de atendimento),Todos os Eventos,Execução,1
TSK-RH-016,"Realização de Debriefing Rápido Pós-Evento / Fechamento de Turno (Agradecimento presencial, recolhimento de HTs/crachás e liberação)",Todos os Eventos,Desmontagem,1
TSK-CRI-001,"Plano de Ação: Emergência Médica Grave ou Falecimento (Isolamento discreto, acionamento imediato da UTI Móvel/SAMU, contenção de mídias e aviso reservado à família/contratante)",Todos os Eventos,Operação,1
TSK-CRI-002,"Plano de Ação: Mal-estar Leve / Embriaguez Excessiva / Surto de Ansiedade (Condução ao Posto Médico/Espaço Restrito, hidratação, apoio de acompanhante e acionamento do responsável)",Todos os Eventos,Operação,1
TSK-CRI-003,"Plano de Ação: Falta / W.O. de Fornecedor Crítico no Dia (Ativação de lista de stand-by local para Buffet, DJ, Músico, Mestre de Cerimônias e Fotógrafo)",Todos os Eventos,Planejamento,3
TSK-CRI-004,Plano de Ação: Desfalque de Staff / Equipe de Apoio (Acionamento da reserva técnica de 10-15% de profissionais da agência de staffing em regime de sobreaviso),Todos os Eventos,Planejamento,3
TSK-CRI-005,"Plano de Ação: Apagão / Falha do Gerador Principal (Acionamento do Gerador de Backup/Rampado, manutenção de iluminação de emergência e contenção de pânico)",Todos os Eventos,Operação,1
TSK-CRI-006,"Plano de Ação: Tempestade, Inundação, Alagamento ou Vento Forte (Fechamento de cortinas de tendas, desligamento de quadros elétricos expostos, drenagem rápida e evacuação preventiva)",Todos os Eventos,Operação,1
TSK-CRI-007,"Plano de Ação: Incêndio ou Fumaça (Acionamento da Brigada, isolamento da área, parada de som/luz e execução de evacuação guiada por rotas de fuga)",Todos os Eventos,Operação,1
TSK-CRI-008,Plano de Ação: Quebra de Equipamento Audiovisual / Painel de LED (Substituição por equipamentos de spare/reserva técnica e chaveamento para sinal de contingência),Todos os Eventos,Operação,1
TSK-CRI-009,Plano de Ação: Queda do Sistema de Credenciamento / Wi-Fi (Ativação imediata da bilheteria/credenciamento offline e contingência por listas impressas),Todos os Eventos,Operação,1
TSK-CRI-010,"Plano de Ação: Desabastecimento de Comida, Bebida ou Gelo (Acionamento de fornecedores com entregas expressas de plantão e remanejamento de ilhas)",Todos os Eventos,Operação,1
TSK-CRI-011,"Plano de Ação: Altercação / Briga / Extravio / Furto (Atuação discreta da Segurança Patrimonial, condução dos envolvidos ao ponto cego/sala reservada e acionamento da Polícia Militar)",Todos os Eventos,Operação,1
TSK-CRI-012,Plano de Ação: Vazamento Hidráulico / Falta de Água nos Banheiros (Acionamento de caminhão-pipa de plantão e interdição temporária com redirecionamento de fluxo),Todos os Eventos,Operação,1
TSK-CRI-013,"Plano de Ação: Atraso Crítico dos Noivos, Anfitriões ou Atração Principal (Execução do Roteiro Flexível/B, inversão de momentos de festa/jantar e alinhamento com a cozinha)",Todos os Eventos,Cerimonial,1
TSK-CRI-014,"Protocolo de Relações Públicas e Porta-Voz de Crise (Centralização de declarações, orientação para a equipe não dar entrevistas ou filmar, e nota oficial de imprensa)",Todos os Eventos,Comunicação,3
TSK-LOG-001,"Estudo de Malha Viária e Mobilidade: mapeamento de rotas de acesso, pontos de gargalo/trânsito, obras na pista e horários de pico",Todos os Eventos,Planejamento,5
TSK-LOG-002,"Mapeamento da Rede de Apoio Local (D-0): levantamento de telefones e endereços de farmácias 24h, depósitos de gelo, ferragens/material de construção, gráficas rápidas e supermercados",Todos os Eventos,Planejamento,3
TSK-LOG-003,"Cadastro de Frota e Motoristas de Apoio/Frete Rápido em Stand-by (Vans, utilitários e motoboys para busca expressa de insumos durante a montagem/evento)",Todos os Eventos,Planejamento,3
TSK-LOG-004,"Mapeamento de Cooperativas de Táxi local, pontos de APP e contatos de motoristas executivos para emergência de deslocamento de VIPs e convidados",Todos os Eventos,Planejamento,3
TSK-LOG-005,"Planejamento do Fluxo de Carga e Descarga (Janelas de horário, agendamento de chegada de caminhões, altura máxima de portões e capacidade de piso/balança)",Todos os Eventos,Planejamento,5
TSK-LOG-006,"Elaboração do Plano de Estacionamento (Dimensionamento de vagas, bolsões de contingência, área para ônibus/vans e contratação de serviço de Valet/Manobristas)",Todos os Eventos,Planejamento,5
TSK-LOG-007,"Emissão de Credenciais de Veículos (Adesivos/Tags de Acesso para Caminhões de Carga, Veículos de Produção, Fornecedores e Imprensa)",Todos os Eventos,Comunicação,3
TSK-LOG-008,"Solicitação de Batedores, Agentes de Trânsito Municipais ou Polícia Rodoviária para controle de fluxo na entrada/saída do espaço",Todos os Eventos,Legalidades,10
TSK-LOG-009,Contratação e Coordenação de Traslados de Equipe/Staff (Vans de transporte de ida e volta do staff em horários alternativos/madrugada),Todos os Eventos,Operação,7
TSK-LOG-010,"Contratação e Gestão de Shuttles / Transfers de Convidados (Ônibus/Micro-ônibus ligando hotéis parceiros, aeroportos ou bolsões de estacionamento ao evento)",Todos os Eventos,Operação,7
TSK-LOG-011,"Instalação de Sinalização Viária Temporária (Placas indicativas de acesso, tótens de entrada de estacionamento, cones e balizadores de trânsito)",Todos os Eventos,Montagem,1
TSK-LOG-012,"Gestão do Pátio de Carga no Dia (Coordenação do fluxo de caminhões de som/luz/cenografia, retenção em Bolsão Externo e liberação por ordem de montagem)",Todos os Eventos,Montagem,2
TSK-LOG-013,"Distribuição dos Guias de Acesso e Como Chegar aos Convidados e Equipe (Coordenadas Waze/Google Maps, rotas alternativas e avisos sobre pedágios/pista)",Todos os Eventos,Comunicação,3
TSK-LOG-014,"Gestão de Devolução de Equipamentos Locados (Coordenação de rotas de frota pós-evento para devolução de geradores, móveis e audiovisual sem custos de diária extra)",Todos os Eventos,Desmontagem,2
TSK-ESG-001,"Elaboração do Plano de Gestão de Resíduos Sólidos (PGRS), compostagem e parceria com cooperativas de reciclagem",Todos os Eventos,Planejamento,10
TSK-ESG-002,Definição do protocolo de doação segura de excedentes do buffet em conformidade com normas sanitárias e ONGs parceiras,Todos os Eventos,Planejamento,5
TSK-ESG-003,Instalação e sinalização de Sala de Descompressão / Quiet Room para pessoas neurodivergentes ou com sobrecarga sensorial,Feira / Grandes Eventos,Montagem,2
TSK-ESG-004,"Mapeamento e sinalização de pratos para restrições alimentares (Zero Glúten, Vegano, Zero Lactose e Alergênicos)",Todos os Eventos,Produção,5
TSK-TEC-001,"Adequação de formulários e credenciamento à LGPD (Política de privacidade, consentimento de uso de dados e imagem)",Todos os Eventos,Legalidades,5
TSK-TEC-002,Setup de banco de dados local com sincronização assíncrona para garantir funcionamento do credenciamento offline,Feira / Grandes Eventos,Montagem,1
TSK-POS-001,Realização da Reunião de Debriefing 360° com coordenadores de setor e registro da Matriz de Lições Aprendidas,Todos os Eventos,Desmontagem,2
TSK-POS-002,Vistoria final de entrega do imóvel/espaço com emissão do Termo de Quitação e Devolução de Caução/Garantia,Todos os Eventos,Desmontagem,3
TSK-POS-003,"Consolidação e envio do Relatório de Clipping, Métricas digitais e Valoração de Mídia Espontânea aos patrocinadores",Feira / Grandes Eventos,Comunicação,10
TSK-VIP-001,"Atendimento e recepção dedicada a VIPs, Autoridades, Palestrantes e Anfitriões (Gestão de camarins e transfer exclusivo)",Todos os Eventos,Execução,1
TSK-AV-001,"Elaboração do Briefing Audiovisual e Shot List (Lista de fotos/cenas obrigatórias, estilo estético, paleta de cor e referências visuais)",Todos os Eventos,Planejamento,5
TSK-AV-002,"Seleção, orçamentação e contratação das equipes de Fotografia, Videomaker/Filmmaker, Operador de Drone e Edição",Todos os Eventos,Planejamento,10
TSK-AV-003,Homologação e Regularização de Operação de Drone junto à ANAC/DECEA e obtenção de autorizações de voo no espaço do evento,Todos os Eventos,Legalidades,10
TSK-AV-004,"Elaboração do Plano de Captação Multi-Câmera (Definição de posicionamento de câmeras fixas, robóticas, móveis e ilhas de áudio direto do P.A.)",Todos os Eventos,Planejamento,5
TSK-AV-005,"Alinhamento do Rider Técnico de Audiovisual (Sincronização de timecode, tipos de lentes, iluminação complementar de fotografia e microfonação de lapela para áudio limpo)",Todos os Eventos,Produção,3
TSK-AV-006,"Visita Técnica da equipe de captação ao local para estudo de luz natural, pontos céticos de iluminação e posicionamento de ilha de edição local",Todos os Eventos,Produção,1
TSK-AV-007,"Execução da Captação Foto/Vídeo Pré-Evento (Ensaio Pré-Wedding, depoimentos prévios de palestrantes, institucional de montagem e bastidores)",Todos os Eventos,Produção,3
TSK-AV-008,"Montagem da Estação de Descarregamento / Backup no Local (Setup de hard drives corporativos, leitores de cartão de alta velocidade e software de verificação checksum)",Todos os Eventos,Montagem,1
TSK-AV-009,"Operação da Equipe de Campo no Dia D (Captação de Making Of, recepção, cerimônia/palestras, corte de câmeras e momentos chaves)",Todos os Eventos,Execução,1
TSK-AV-010,Produção e Edição Expressa de 'Same Day Edit' ou 'Teaser do Dia' para projeção durante a festa/encerramento ou postagem imediata,Todos os Eventos,Execução,1
TSK-AV-011,"Protocolo de Backup Triplo e Armazenamento Seguro (Redundância em SSD local, HD externo secundário e subida para nuvem/NAS de proteção)",Todos os Eventos,Operação,2
TSK-AV-012,"Triagem, curadoria e tratamento de cor primário/secundário do acervo fotográfico (Color Grading e edição de pele)",Todos os Eventos,Desmontagem,15
TSK-AV-013,"Edição de Vídeo / Decupagem e Montagem (Corte de vídeo oficial, vídeo teaser para redes sociais, Reels curtos e vídeo na íntegra de palestras/cerimônia)",Todos os Eventos,Desmontagem,20
TSK-AV-014,"Tratamento de Áudio e Mixagem / Masterização (Limpeza de ruídos de fundo, equalização de discursos e licenciamento de trilha sonora/música legalizada)",Todos os Eventos,Desmontagem,10
TSK-AV-015,Aprovação das prévias de fotos e corte do vídeo com os noivos/contratantes e aplicação de ajustes solicitados,Todos os Eventos,Desmontagem,7
TSK-AV-016,"Entrega Final do Acervo Audiovisual (Galeria digital com senha para convidados, pen drive/box personalizado, envio de arquivos RAW e diagramação de Álbum/Encadernação)",Todos os Eventos,Desmontagem,15
TSK-CAS-001,"Criação da Identidade Visual, paleta de cores e monograma dos noivos",Casamento Clássico,Planejamento,14
TSK-CAS-002,Desenho e diagramação do Save The Date e Convite Oficial (físico/digital),Casamento Clássico,Comunicação,10
TSK-CAS-003,"Design de papelaria do dia (Menús de mesa, Cartões de mesa, Livro de Votos e Kits de Toalete)",Casamento Clássico,Comunicação,7
TSK-CAS-004,Produção de mapa visual de assentos (Seating Chart) e sinalizações indicativas,Casamento Clássico,Comunicação,5
TSK-CAS-005,Visita técnica ao local para elaboração da Planta Baixa e Layout 3D da cerimônia e festa,Casamento Clássico,Planejamento,10
TSK-CAS-006,"Definição do projeto floral (espécies, arranjos de mesa, passarela e buquê)",Casamento Clássico,Produção,15
TSK-CAS-007,"Curadoria e locação de mobiliários, toalhas de mesa, sousplats, louças e taças",Casamento Clássico,Produção,12
TSK-CAS-008,"Projeto de iluminação cênica (ribaltas, varais de luz, iluminação de contraposição e focos florais)",Casamento Clássico,Produção,8
TSK-CAS-009,"Montagem de estruturas cenográficas (nave, altar, túnel de luzes e fechamentos em tecido)",Casamento Clássico,Montagem,2
TSK-CAS-010,"Montagem da mesa principal de doces, bolo e ambientação vegetal suspensa",Casamento Clássico,Montagem,1
TSK-CAS-011,"Elaboração do Cronograma Minuto a Minuto do evento (receptivo, entrada, cortejo e festa)",Casamento Clássico,Planejamento,10
TSK-CAS-012,"Alinhamento de entradas da cerimônia (Padrinhos, Pais, Noivos e Daminhas/Pajens)",Casamento Clássico,Cerimonial,3
TSK-CAS-013,Ensaio geral de cortejo no local da cerimônia com padrinhos e noivos,Casamento Clássico,Cerimonial,1
TSK-CAS-014,"Coordenação de camarim e receptivo VIP dos noivos, pais e padrinhos no dia",Casamento Clássico,Execução,1
TSK-CAS-015,"Recepção e organização de fila de cumprimentos, brinde do casal e corte do bolo",Casamento Clássico,Execução,1
TSK-CAS-016,Pagamento de taxas de legalidade e direitos autorais de execução musical (ECAD),Casamento Clássico,Legalidades,7
TSK-CAS-017,Contratação de Seguro de Responsabilidade Civil para convidados e estrutura,Casamento Clássico,Legalidades,10
TSK-CAS-018,"Degustação, aprovação e definição final do menu de buffet, finger foods e bar de drinks",Casamento Clássico,Produção,20
TSK-CAS-019,Briefing e alinhamento do Rider Técnico com a equipe de sonorização e DJ/Banda,Casamento Clássico,Produção,5
TSK-CAS-020,"Contratação de equipe de receptivo, garçons, brigadistas, segurança e manobristas",Casamento Clássico,Operação,10
TSK-SEG-006,Oferecimento/Contratação de Seguro para Não Comparecimento dos Noivos/Anfitriões (por doença/força maior) em eventos sociais,Casamento Clássico,Planejamento,3
TSK-CHK-013,"Conferência do Kit de Emergência do Anfitrião / Camarim (Costura rápida, remédios de caixa de primeiros socorros, pilhas, lenços e maquiagem)",Casamento Clássico,Execução,1
TSK-CAS-PRE-001,"Definição do formato, orçamento e alinhamento do conceito da Despedida de Solteiro(a) / Chá Bar com padrinhos e noivos",Casamento Clássico,Planejamento,15
TSK-CAS-PRE-002,"Reservas de hospedagem, passagens, transporte privativo ou espaço exclusivo para a Despedida de Solteiro(a)",Casamento Clássico,Planejamento,10
TSK-CAS-PRE-003,"Elaboração da identidade visual temática, kits de boas-vindas, abadás/camisetas e mimos personalizados para a despedida",Casamento Clássico,Comunicação,7
TSK-CAS-PRE-004,Gestão de arrecadação financeira e divisão de custos da despedida entre padrinhos/mães/amigos participantes,Casamento Clássico,Planejamento,10
TSK-CAS-PRE-005,"Contratação de serviços de apoio para a despedida (DJ, barman, fotógrafo local, transfers e reservas em restaurantes/clubs)",Casamento Clássico,Produção,7
TSK-CAS-PRE-006,Elaboração do roteiro detalhado e cronograma de atividades da Despedida de Solteiro(a),Casamento Clássico,Planejamento,3
TSK-CAS-DAY-001,"Seleção e reserva do local para o Dia da Noiva e Dia do Noivo (Suíte de hotel, camarim da festa, residência ou salão exclusivo)",Casamento Clássico,Planejamento,15
TSK-CAS-DAY-002,"Elaboração da minutagem rígorosa do Dia da Noiva/Noivo (Janelas de horário para cabelo/maquiagem da noiva, mães e madrinhas)",Casamento Clássico,Planejamento,5
TSK-CAS-DAY-003,"Contratação do serviço de catering leve para a suíte (Brunch, petiscos, frutas, água, sucos e espumante/drinks sem excesso)",Casamento Clássico,Produção,5
TSK-CAS-DAY-004,"Gestão de robes personalizados, cabides decorados e vestuário especial para o Making Of da noiva e noivo",Casamento Clássico,Produção,5
TSK-CAS-DAY-005,"Coordenação de entrega e checagem no local do Making Of (Vestido de noiva, traje do noivo, véu, sapatos, alianças e buquê)",Casamento Clássico,Execução,1
TSK-CAS-DAY-006,Acompanhamento de pontualidade da equipe de beleza e alinhamento com a equipe de fotografia/filmagem para o Making Of,Casamento Clássico,Execução,1
TSK-CAS-DAY-007,"Supervisão do vestir da noiva/noivo, colocação do véu e momentos de revelação (First Look com pais/madrinhas)",Casamento Clássico,Execução,1
TSK-CAS-DAY-008,Coordenação de transporte executivo/carro dos noivos para deslocamento pontual do Making Of até o local da cerimônia,Casamento Clássico,Execução,1
TSK-CAS-001,"Criação da Identidade Visual, paleta de cores e monograma dos noivos",Destination Wedding,Planejamento,14
TSK-CAS-002,Desenho e diagramação do Save The Date e Convite Oficial (físico/digital),Destination Wedding,Comunicação,10
TSK-CAS-003,"Design de papelaria do dia (Menús de mesa, Cartões de mesa, Livro de Votos e Kits de Toalete)",Destination Wedding,Comunicação,7
TSK-CAS-004,Produção de mapa visual de assentos (Seating Chart) e sinalizações indicativas,Destination Wedding,Comunicação,5
TSK-CAS-005,Visita técnica ao local para elaboração da Planta Baixa e Layout 3D da cerimônia e festa,Destination Wedding,Planejamento,10
TSK-CAS-006,"Definição do projeto floral (espécies, arranjos de mesa, passarela e buquê)",Destination Wedding,Produção,15
TSK-CAS-007,"Curadoria e locação de mobiliários, toalhas de mesa, sousplats, louças e taças",Destination Wedding,Produção,12
TSK-CAS-008,"Projeto de iluminação cênica (ribaltas, varais de luz, iluminação de contraposição e focos florais)",Destination Wedding,Produção,8
TSK-CAS-009,"Montagem de estruturas cenográficas (nave, altar, túnel de luzes e fechamentos em tecido)",Destination Wedding,Montagem,2
TSK-CAS-010,"Montagem da mesa principal de doces, bolo e ambientação vegetal suspensa",Destination Wedding,Montagem,1
TSK-CAS-011,"Elaboração do Cronograma Minuto a Minuto do evento (receptivo, entrada, cortejo e festa)",Destination Wedding,Planejamento,10
TSK-CAS-012,"Alinhamento de entradas da cerimônia (Padrinhos, Pais, Noivos e Daminhas/Pajens)",Destination Wedding,Cerimonial,3
TSK-CAS-013,Ensaio geral de cortejo no local da cerimônia com padrinhos e noivos,Destination Wedding,Cerimonial,1
TSK-CAS-014,"Coordenação de camarim e receptivo VIP dos noivos, pais e padrinhos no dia",Destination Wedding,Execução,1
TSK-CAS-015,"Recepção e organização de fila de cumprimentos, brinde do casal e corte do bolo",Destination Wedding,Execução,1
TSK-CAS-016,Pagamento de taxas de legalidade e direitos autorais de execução musical (ECAD),Destination Wedding,Legalidades,7
TSK-CAS-017,Contratação de Seguro de Responsabilidade Civil para convidados e estrutura,Destination Wedding,Legalidades,10
TSK-CAS-018,"Degustação, aprovação e definição final do menu de buffet, finger foods e bar de drinks",Destination Wedding,Produção,20
TSK-CAS-019,Briefing e alinhamento do Rider Técnico com a equipe de sonorização e DJ/Banda,Destination Wedding,Produção,5
TSK-CAS-020,"Contratação de equipe de receptivo, garçons, brigadistas, segurança e manobristas",Destination Wedding,Operação,10
TSK-SEG-006,Oferecimento/Contratação de Seguro para Não Comparecimento dos Noivos/Anfitriões (por doença/força maior) em eventos sociais,Destination Wedding,Planejamento,3
TSK-CHK-013,"Conferência do Kit de Emergência do Anfitrião / Camarim (Costura rápida, remédios de caixa de primeiros socorros, pilhas, lenços e maquiagem)",Destination Wedding,Execução,1
TSK-CAS-PRE-001,"Definição do formato, orçamento e alinhamento do conceito da Despedida de Solteiro(a) / Chá Bar com padrinhos e noivos",Destination Wedding,Planejamento,15
TSK-CAS-PRE-002,"Reservas de hospedagem, passagens, transporte privativo ou espaço exclusivo para a Despedida de Solteiro(a)",Destination Wedding,Planejamento,10
TSK-CAS-PRE-003,"Elaboração da identidade visual temática, kits de boas-vindas, abadás/camisetas e mimos personalizados para a despedida",Destination Wedding,Comunicação,7
TSK-CAS-PRE-004,Gestão de arrecadação financeira e divisão de custos da despedida entre padrinhos/mães/amigos participantes,Destination Wedding,Planejamento,10
TSK-CAS-PRE-005,"Contratação de serviços de apoio para a despedida (DJ, barman, fotógrafo local, transfers e reservas em restaurantes/clubs)",Destination Wedding,Produção,7
TSK-CAS-PRE-006,Elaboração do roteiro detalhado e cronograma de atividades da Despedida de Solteiro(a),Destination Wedding,Planejamento,3
TSK-CAS-DAY-001,"Seleção e reserva do local para o Dia da Noiva e Dia do Noivo (Suíte de hotel, camarim da festa, residência ou salão exclusivo)",Destination Wedding,Planejamento,15
TSK-CAS-DAY-002,"Elaboração da minutagem rígorosa do Dia da Noiva/Noivo (Janelas de horário para cabelo/maquiagem da noiva, mães e madrinhas)",Destination Wedding,Planejamento,5
TSK-CAS-DAY-003,"Contratação do serviço de catering leve para a suíte (Brunch, petiscos, frutas, água, sucos e espumante/drinks sem excesso)",Destination Wedding,Produção,5
TSK-CAS-DAY-004,"Gestão de robes personalizados, cabides decorados e vestuário especial para o Making Of da noiva e noivo",Destination Wedding,Produção,5
TSK-CAS-DAY-005,"Coordenação de entrega e checagem no local do Making Of (Vestido de noiva, traje do noivo, véu, sapatos, alianças e buquê)",Destination Wedding,Execução,1
TSK-CAS-DAY-006,Acompanhamento de pontualidade da equipe de beleza e alinhamento com a equipe de fotografia/filmagem para o Making Of,Destination Wedding,Execução,1
TSK-CAS-DAY-007,"Supervisão do vestir da noiva/noivo, colocação do véu e momentos de revelação (First Look com pais/madrinhas)",Destination Wedding,Execução,1
TSK-CAS-DAY-008,Coordenação de transporte executivo/carro dos noivos para deslocamento pontual do Making Of até o local da cerimônia,Destination Wedding,Execução,1
TSK-CAS-001,"Criação da Identidade Visual, paleta de cores e monograma dos noivos",Mini Wedding,Planejamento,14
TSK-CAS-002,Desenho e diagramação do Save The Date e Convite Oficial (físico/digital),Mini Wedding,Comunicação,10
TSK-CAS-003,"Design de papelaria do dia (Menús de mesa, Cartões de mesa, Livro de Votos e Kits de Toalete)",Mini Wedding,Comunicação,7
TSK-CAS-004,Produção de mapa visual de assentos (Seating Chart) e sinalizações indicativas,Mini Wedding,Comunicação,5
TSK-CAS-005,Visita técnica ao local para elaboração da Planta Baixa e Layout 3D da cerimônia e festa,Mini Wedding,Planejamento,10
TSK-CAS-006,"Definição do projeto floral (espécies, arranjos de mesa, passarela e buquê)",Mini Wedding,Produção,15
TSK-CAS-007,"Curadoria e locação de mobiliários, toalhas de mesa, sousplats, louças e taças",Mini Wedding,Produção,12
TSK-CAS-008,"Projeto de iluminação cênica (ribaltas, varais de luz, iluminação de contraposição e focos florais)",Mini Wedding,Produção,8
TSK-CAS-009,"Montagem de estruturas cenográficas (nave, altar, túnel de luzes e fechamentos em tecido)",Mini Wedding,Montagem,2
